source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
IJCAI,2022,Enhancing Sequential Recommendation with Graph Contrastive Learning,"Yixin Zhang, Yong Liu, Yonghui Xu, Hao Xiong, Chenyi Lei, Wei He, Lizhen Cui, Chunyan Miao","Data Mining: Recommender Systems, Machine Learning: Recommender Systems",0333,IJCAI/2022/Proceedings/0333 - Enhancing Sequential Recommendation with Graph Contrastive Learning.pdf,,False,False,2,2,8,3,3,2,3
IJCAI,2022,The Limits of Morality in Strategic Games,"Rui Cao, Pavel Naumov",Knowledge Representation and Reasoning: Reasoning about actions,0355,IJCAI/2022/Proceedings/0355 - The Limits of Morality in Strategic Games.pdf,,True,False,0,0,1,1,1,1,5
IJCAI,2022,Automated Synthesis of Mechanisms,"Munyque Mittelmann, Bastien Maubert, Aniello Murano, Laurent Perrussel","Agent-based and Multi-agent Systems: Formal Verification, Validation and Synthesis, Agent-based and Multi-agent Systems: Mechanism Design",0061,IJCAI/2022/Proceedings/0061 - Automated Synthesis of Mechanisms .pdf,,True,False,0,0,1,1,1,1,5
IJCAI,2022,SatFormer: Saliency-Guided Abnormality-Aware Transformer for Retinal Disease Classification in Fundus Image,"Yankai Jiang, Ke Xu, Xinyue Wang, Yuan Li, Hongguang Cui, Yubo Tao, Hai Lin","Computer Vision: Biomedical Image Analysis, Machine Learning: Attention Models, Machine Learning: Classification, Machine Learning: Convolutional Networks, Multidisciplinary Topics and Applications: Bioinformatics",0138,IJCAI/2022/Proceedings/0138 - SatFormer: Saliency-Guided Abnormality-Aware Transformer for Retinal Disease Classification in Fundus Image.pdf,,False,False,2,3,10,5,4,1,4
IJCAI,2022,Learning Pollution Maps from Mobile Phone Images,"Ankit Bhardwaj, Shiva Iyer, Yash Jalan, Lakshminarayanan Subramanian","Humans and AI: Computational Sustainability and Human Well-Being, Computer Vision: Applications, Computer Vision: Interpretability and Transparency, Machine Learning: Applications, Machine Learning: Ensemble Methods, Machine Learning: Explainable/Interpretable Machine Learning, Multidisciplinary Topics and Applications: Computational Sustainability, Multidisciplinary Topics and Applications: Sustainable Development Goals",0697,IJCAI/2022/Proceedings/0697 - Learning Pollution Maps from Mobile Phone Images.pdf,,False,True,1,1,2,2,6,1,3
IJCAI,2022,ScaleFormer: Revisiting the Transformer-based Backbones from a Scale-wise Perspective for Medical Image Segmentation,"Huimin Huang, Shiao Xie, Lanfen Lin, Yutaro Iwamoto, Xian-Hua Han, Yen-Wei Chen, Ruofeng Tong","Computer Vision: Segmentation, Computer Vision: Biomedical Image Analysis",0135,IJCAI/2022/Proceedings/0135 - ScaleFormer: Revisiting the Transformer-based Backbones from a Scale-wise Perspective for Medical Image Segmentation.pdf,,False,True,3,3,2,1,3,1,4
IJCAI,2022,Grape: Grammar-Preserving Rule Embedding,"Qihao Zhu, Zeyu Sun, Wenjie Zhang, Yingfei Xiong, Lu Zhang","Natural Language Processing: Applications, Natural Language Processing: Language Generation, Natural Language Processing: Natural Language Semantics",0631,IJCAI/2022/Proceedings/0631 - Grape: Grammar-Preserving Rule Embedding.pdf,,False,True,6,6,2,2,2,2,3
IJCAI,2022,FLS: A New Local Search Algorithm for K-means with Smaller Search Space,"Junyu Huang, Qilong Feng, Ziyun Huang, Jinhui Xu, Jianxin Wang","Machine Learning: Clustering, Search: Applications, Search: Combinatorial Search and Optimisation, Search: Heuristic Search, Search: Local search",0429,IJCAI/2022/Proceedings/0429 - FLS: A New Local Search Algorithm for K-means with Smaller Search Space.pdf,,False,False,8,8,8,2,3,1,6
IJCAI,2022,Long-term Spatio-Temporal Forecasting via Dynamic Multiple-Graph Attention,"Wei Shao, Zhiling Jin, Shuo Wang, Yufan Kang, Xiao Xiao, Hamid Menouar, Zhaofeng Zhang, Junshan Zhang, Flora Salim","Data Mining: Mining Spatial and/or Temporal Data, Multidisciplinary Topics and Applications: Smart Cities",0309,IJCAI/2022/Proceedings/0309 - Long-term Spatio-Temporal Forecasting via Dynamic Multiple-Graph Attention.pdf,,False,False,2,2,9,2,5,3,7
IJCAI,2022,GOCPT: Generalized Online Canonical Polyadic Tensor Factorization and Completion,"Chaoqi Yang, Cheng Qian, Jimeng Sun","Data Mining: Mining Spatial and/or Temporal Data, Constraint Satisfaction and Optimization: Solvers and Tools, Data Mining: Mining Data Streams, Machine Learning: Online Learning",0326,IJCAI/2022/Proceedings/0326 - GOCPT: Generalized Online Canonical Polyadic Tensor Factorization and Completion.pdf,,False,True,5,6,1,3,10,1,5
IJCAI,2022,Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection,"Wei Wan, Shengshan Hu, jianrong Lu, Leo Yu Zhang, Hai Jin, Yuanyuan He","AI Ethics, Trust, Fairness: Trustworthy AI, Machine Learning: Adversarial Machine Learning",0106,IJCAI/2022/Proceedings/0106 - Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection.pdf,,False,False,2,2,9,5,3,2,6
IJCAI,2022,On the Ordinal Invariance of Power Indices on Coalitional Games,"Jean-Paul Doignon, Stefano Moretti, Meltem Ozturk","Agent-based and Multi-agent Systems: Cooperative Games, Agent-based and Multi-agent Systems: Computational Social Choice",0037,IJCAI/2022/Proceedings/0037 - On the Ordinal Invariance of Power Indices on Coalitional Games.pdf,,True,False,0,0,1,1,1,1,9
IJCAI,2022,Estimation and Comparison of Linear Regions for ReLU Networks,Yuan Wang,"Machine Learning: Learning Theory, Machine Learning: Optimisation, Machine Learning: Theory of Deep Learning",0492,IJCAI/2022/Proceedings/0492 - Estimation and Comparison of Linear Regions for ReLU Networks.pdf,,False,False,1,1,9,1,1,1,6
IJCAI,2022,Fair Equilibria in Sponsored Search Auctions: The Advertisers’ Perspective,"Georgios Birmpas, Andrea Celli, Riccardo Colini-Baldeschi, Stefano Leonardi","Agent-based and Multi-agent Systems: Mechanism Design, Agent-based and Multi-agent Systems: Algorithmic Game Theory",0014,IJCAI/2022/Proceedings/0014 - Fair Equilibria in Sponsored Search Auctions: The Advertisers’ Perspective.pdf,,False,False,0,1,10,10,5,3,5
IJCAI,2022,Long-Short Term Cross-Transformer in Compressed Domain for Few-Shot Video Classification,"Wenyang Luo, Yufan Liu, Bing Li, Weiming Hu, Yanan Miao, Yangxi Li","Computer Vision: Recognition (object detection, categorization), Computer Vision: Video analysis and understanding, Machine Learning: Few-shot learning",0174,IJCAI/2022/Proceedings/0174 - Long-Short Term Cross-Transformer in Compressed Domain for Few-Shot Video Classification.pdf,,False,False,4,4,10,4,5,3,5
IJCAI,2022,Environment Design for Biased Decision Makers,"Guanghui Yu, Chien-Ju Ho","Agent-based and Multi-agent Systems: Human-Agent Interaction, Humans and AI: Applications, Humans and AI: Human-AI Collaboration, Planning and Scheduling: Markov Decisions Processes",0084,IJCAI/2022/Proceedings/0084 - Environment Design for Biased Decision Makers.pdf,,False,False,0,1,10,6,7,2,5
IJCAI,2022,Meta-Learning Based Knowledge Extrapolation for Knowledge Graphs in the Federated Setting,"Mingyang Chen, Wen Zhang, Zhen Yao, Xiangnan Chen, Mengxiao Ding, Fei Huang, Huajun Chen",Data Mining: Knowledge Graphs and Knowledge Base Completion,0273,IJCAI/2022/Proceedings/0273 - Meta-Learning Based Knowledge Extrapolation for Knowledge Graphs in the Federated Setting.pdf,,False,True,2,2,2,1,3,1,5
IJCAI,2022,Human Parity on CommonsenseQA: Augmenting Self-Attention with External Attention,"Yichong Xu, Chenguang Zhu, Shuohang Wang, Siqi Sun, Hao Cheng, Xiaodong Liu, Jianfeng Gao, Pengcheng He, Michael Zeng, Xuedong Huang","Knowledge Representation and Reasoning: Common-Sense Reasoning, Natural Language Processing: Question Answering, Knowledge Representation and Reasoning: Reasoning about Knowledge and Belief",0383,IJCAI/2022/Proceedings/0383 - Human Parity on CommonsenseQA: Augmenting Self-Attention with External Attention.pdf,,False,False,17,17,9,4,3,4,5
IJCAI,2022,Fine-grained Complexity of Partial Minimum Satisfiability,"Ivan Bliznets, Danil Sagunov, Kirill Simonov","Constraint Satisfaction and Optimization: Satisfiabilty, Constraint Satisfaction and Optimization: Constraint Optimization, Constraint Satisfaction and Optimization: Constraint Satisfaction",0247,IJCAI/2022/Proceedings/0247 - Fine-grained Complexity of Partial Minimum Satisfiability.pdf,,True,False,0,0,1,1,1,1,8
IJCAI,2022,Bounded Memory Adversarial Bandits with Composite Anonymous Delayed Feedback,"Zongqi Wan, Xiaoming Sun, Jialin Zhang","Machine Learning: Online Learning, Machine Learning: Learning Theory",0486,IJCAI/2022/Proceedings/0486 - Bounded Memory Adversarial Bandits with Composite Anonymous Delayed Feedback.pdf,,True,False,0,0,1,1,1,1,7
IJCAI,2022,Imperceptible Backdoor Attack: From Input Space to Feature Representation,"Nan Zhong, Zhenxing Qian, Xinpeng Zhang","Computer Vision: Adversarial learning, adversarial attack and defense methods, AI Ethics, Trust, Fairness: Trustworthy AI",0242,IJCAI/2022/Proceedings/0242 - Imperceptible Backdoor Attack: From Input Space to Feature Representation.pdf,,False,True,2,2,2,2,3,1,3
IJCAI,2022,Lightweight Bimodal Network for Single-Image Super-Resolution via Symmetric CNN and Recursive Transformer,"Guangwei Gao, Zhengxue Wang, Juncheng Li, Wenjie Li, Yi Yu, Tieyong Zeng","Computer Vision: Machine Learning for Vision, Computer Vision: Computational photography, Computer Vision: Representation Learning, Machine Learning: Feature Extraction, Selection and Dimensionality Reduction",0128,IJCAI/2022/Proceedings/0128 - Lightweight Bimodal Network for Single-Image Super-Resolution via Symmetric CNN and Recursive Transformer.pdf,,False,True,6,6,2,3,3,2,4
IJCAI,2022,Unsupervised Voice-Face Representation Learning by Cross-Modal Prototype Contrast,"Boqing Zhu, Kele Xu, Changjian Wang, Zheng Qin, Tao Sun, Huaimin Wang, Yuxing Peng","Machine Learning: Multi-modal learning, Computer Vision: Biometrics, Face, Gesture and Pose Recognition, Machine Learning: Self-supervised Learning, Machine Learning: Unsupervised Learning",0526,IJCAI/2022/Proceedings/0526 - Unsupervised Voice-Face Representation Learning by Cross-Modal Prototype Contrast.pdf,,False,True,1,1,2,1,3,1,4
IJCAI,2022,Visual Similarity Attention,"Meng Zheng, Srikrishna Karanam, Terrence Chen, Richard J. Radke, Ziyan Wu","Computer Vision: Interpretability and Transparency, Computer Vision: Image and Video retrieval, Computer Vision: Representation Learning, Computer Vision: Segmentation, Computer Vision: Transfer, low-shot, semi- and un- supervised learning",0241,IJCAI/2022/Proceedings/0241 - Visual Similarity Attention.pdf,,False,False,3,3,9,5,6,5,7
IJCAI,2022,Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval (Extended Abstract),"Jingtao Zhan, Jiaxin Mao, Yiqun Liu, Jiafeng Guo, Min Zhang, Shaoping Ma",Artificial Intelligence: General,0754,IJCAI/2022/Proceedings/0754 - Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval (Extended Abstract).pdf,,False,True,2,2,2,2,3,3,5
IJCAI,2022,Composition-aware Graphic Layout GAN for Visual-Textual Presentation Designs,"Min Zhou, Chenchen Xu, Ye Ma, Tiezheng Ge, Yuning Jiang, Weiwei Xu","Application domains: Images and visual arts, Methods and resources: Machine learning, deep learning, neural models, reinforcement learning",0692,IJCAI/2022/Proceedings/0692 - Composition-aware Graphic Layout GAN for Visual-Textual Presentation Designs.pdf,,False,True,0,1,8,5,4,1,6
IJCAI,2022,Am I No Good? Towards Detecting Perceived Burdensomeness and Thwarted Belongingness from Suicide Notes,"Soumitra Ghosh, Asif Ekbal, Pushpak Bhattacharyya","Humans and AI: Computational Sustainability and Human Well-Being, Machine Learning: Attention Models, Machine Learning: Multi-task and Transfer Learning, Natural Language Processing: Resources and Evaluation, Natural Language Processing: Sentiment Analysis and Text Mining",0704,IJCAI/2022/Proceedings/0704 - Am I No Good? Towards Detecting Perceived Burdensomeness and Thwarted Belongingness from Suicide Notes.pdf,,False,False,2,2,8,1,2,1,3
IJCAI,2022,Shared Autonomy Systems with Stochastic Operator Models,"Clarissa Costen, Marc Rigter, Bruno Lacerda, Nick Hawes","Planning and Scheduling: Planning under Uncertainty, Agent-based and Multi-agent Systems: Human-Agent Interaction, Humans and AI: Human-AI Collaboration, Planning and Scheduling: Markov Decisions Processes, Robotics: Human Robot Interaction",0640,IJCAI/2022/Proceedings/0640 - Shared Autonomy Systems with Stochastic Operator Models.pdf,,False,False,0,2,10,7,10,4,8
IJCAI,2022,Landmark Heuristics for Lifted Classical Planning,"Julia Wichlacz, Daniel Höller, Jörg Hoffmann","Planning and Scheduling: Search in Planning and Scheduling, Planning and Scheduling: Planning Algorithms",0647,IJCAI/2022/Proceedings/0647 - Landmark Heuristics for Lifted Classical Planning.pdf,,False,True,8,8,3,3,3,2,4
IJCAI,2022,Picking the Right Winner: Why Tie-Breaking  in Crowdsourcing Contests Matters,"Coral Haggiag, Sigal Oren, Ella Segev",Agent-based and Multi-agent Systems: Algorithmic Game Theory,0044,IJCAI/2022/Proceedings/0044 - Picking the Right Winner: Why Tie-Breaking  in Crowdsourcing Contests Matters.pdf,,True,False,0,0,1,1,1,1,8
IJCAI,2022,Emotion-Controllable Generalized Talking Face Generation,"Sanjana Sinha, Sandika Biswas, Ravindra Yadav, Brojeshwar Bhowmick","Computer Vision: Applications, Computer Vision: Machine Learning for Vision, Computer Vision: Neural generative models, auto encoders, GANs, Humans and AI: Human-Computer Interaction, Machine Learning: Applications",0184,IJCAI/2022/Proceedings/0184 - Emotion-Controllable Generalized Talking Face Generation.pdf,,False,False,3,3,8,4,7,2,5
IJCAI,2022,A Unified Strategy for Multilingual Grammatical Error Correction with Pre-trained Cross-Lingual Language Model,"Xin Sun, Tao Ge, Shuming Ma, Jingjing Li, Furu Wei, Houfeng Wang","Natural Language Processing: Applications, Natural Language Processing: Language Generation",0606,IJCAI/2022/Proceedings/0606 - A Unified Strategy for Multilingual Grammatical Error Correction with Pre-trained Cross-Lingual Language Model.pdf,,False,False,3,3,5,3,3,1,4
IJCAI,2023,Engineering an Efficient Approximate DNF-Counter,"Mate Soos, Divesh Aggarwal, Sourav Chakraborty, Kuldeep S. Meel, Maciej Obremski",Constraint Satisfaction and Optimization: CSO: Solvers and tools,0226,IJCAI/2023/Proceedings/0226 - Engineering an Efficient Approximate DNF-Counter.pdf,,False,True,1,1,1,2,5,1,7
IJCAI,2023,SAT-Based PAC Learning of Description Logic Concepts,"Balder ten Cate, Maurice Funk, Jean Christoph Jung, Carsten Lutz","Knowledge Representation and Reasoning: KRR: Description logics and ontologies, Knowledge Representation and Reasoning: KRR: Learning and reasoning",0373,IJCAI/2023/Proceedings/0373 - SAT-Based PAC Learning of Description Logic Concepts.pdf,Distinguished Paper,False,True,1,1,2,3,1,3,8
IJCAI,2023,Augmenting Automated Spectrum Based Fault Localization for Multiple Faults,"Prantik Chatterjee, Jose Campos, Rui Abreu, Subhajit Roy","Knowledge Representation and Reasoning: KRR: Diagnosis and abductive reasoning, Multidisciplinary Topics and Applications: MDA: Software engineering",0350,IJCAI/2023/Proceedings/0350 - Augmenting Automated Spectrum Based Fault Localization for Multiple Faults.pdf,,False,True,9,9,2,2,1,1,3
IJCAI,2023,"Align, Perturb and Decouple: Toward Better Leverage of Difference Information for RSI Change Detection","Supeng Wang, Yuxi Li, Ming Xie, Mingmin Chi, Yabiao Wang, Chengjie Wang, Wenbing Zhu",Computer Vision: CV: Scene analysis and understanding,0166,"IJCAI/2023/Proceedings/0166 - Align, Perturb and Decouple: Toward Better Leverage of Difference Information for RSI Change Detection.pdf",,False,True,3,3,3,2,3,1,4
IJCAI,2023,CLE-ViT: Contrastive Learning Encoded Transformer for Ultra-Fine-Grained Visual Categorization,"Xiaohan Yu, Jun Wang, Yongsheng Gao","Machine Learning: ML: Classification, Machine Learning: ML: Applications",0504,IJCAI/2023/Proceedings/0504 - CLE-ViT: Contrastive Learning Encoded Transformer for Ultra-Fine-Grained Visual Categorization.pdf,,False,True,7,7,1,2,3,2,3
IJCAI,2023,Safe Reinforcement Learning via Probabilistic Logic Shields,"Wen-Chi Yang, Giuseppe Marra, Gavin Rens, Luc De Raedt","Uncertainty in AI: UAI: Statistical relational AI, Knowledge Representation and Reasoning: KRR: Learning and reasoning, Machine Learning: ML: Reinforcement learning",0637,IJCAI/2023/Proceedings/0637 - Safe Reinforcement Learning via Probabilistic Logic Shields.pdf,Distinguished Paper,False,True,3,3,1,1,1,1,6
IJCAI,2023,One Model for All Domains: Collaborative Domain-Prefix Tuning for Cross-Domain NER,"Xiang Chen, Lei Li, Shuofei Qiao, Ningyu Zhang, Chuanqi Tan, Yong Jiang, Fei Huang, Huajun Chen","Natural Language Processing: NLP: Information extraction, Natural Language Processing: NLP: Named entities",0559,IJCAI/2023/Proceedings/0559 - One Model for All Domains: Collaborative Domain-Prefix Tuning for Cross-Domain NER.pdf,,False,True,4,4,1,3,10,1,5
IJCAI,2023,New Algorithms for the Fair and Efficient Allocation of Indivisible Chores,"Jugal Garg, Aniket Murhekar, John Qin","Game Theory and Economic Paradigms: GTEP: Fair division, Agent-based and Multi-agent Systems: MAS: Resource allocation, Game Theory and Economic Paradigms: GTEP: Computational social choice",0302,IJCAI/2023/Proceedings/0302 - New Algorithms for the Fair and Efficient Allocation of Indivisible Chores.pdf,,True,False,0,0,1,1,1,1,7
IJCAI,2023,Overlooked Implications of the Reconstruction Loss for VAE Disentanglement,"Nathan Michlo, Richard Klein, Steven James","Machine Learning: ML: Representation learning, Machine Learning: ML: Autoencoders, Machine Learning: ML: Unsupervised learning, Machine Learning: ML: Explainable/Interpretable machine learning",0453,IJCAI/2023/Proceedings/0453 - Overlooked Implications of the Reconstruction Loss for VAE Disentanglement.pdf,,False,True,1,1,3,1,1,2,4
IJCAI,2023,FGNet: Towards Filling the Intra-class and Inter-class Gaps for Few-shot Segmentation,"Yuxuan Zhang, Wei Yang, Shaowei Wang","Computer Vision: CV: Segmentation, Computer Vision: CV: Transfer, low-shot, semi- and un- supervised learning",0194,IJCAI/2023/Proceedings/0194 - FGNet: Towards Filling the Intra-class and Inter-class Gaps for Few-shot Segmentation.pdf,,False,True,2,2,5,3,4,2,4
IJCAI,2023,PowerBEV: A Powerful Yet Lightweight Framework for Instance Prediction in Bird’s-Eye View,"Peizheng Li, Shuxiao Ding, Xieyuanli Chen, Niklas Hanselmann, Marius Cordts, Juergen Gall","Computer Vision: CV: Motion and tracking, Computer Vision: CV: Segmentation",0120,IJCAI/2023/Proceedings/0120 - PowerBEV: A Powerful Yet Lightweight Framework for Instance Prediction in Bird’s-Eye View.pdf,,False,True,1,1,1,1,3,1,3
